nome_politica;tipo_politica;ano;grande_area;area;subareas;orgaos;publico_alvo;publico_alvo_categ;publico_alvo_legislacao;medida_provisoria;medida_provisoria_inicio_vigencia;instrumento_legal;legislacao;vigencia_inicio;vigencia_fim;objetivos;observacoes;acao_orcamentaria_assoc
Política Nacional do Livro;Política nacional;2003;Social;Cultura;"Educação;Cultura;;;";"Ministério da Justiça; Ministério da Fazenda; Ministério da Educação; Ministério do Trabalho e Emprego; Ministério do Desenvolvimento, Indústria e Comércio Exterior; Ministério do Planejamento, Orçamento e Gestão; Ministério das Comunicações; Ministério da Previdência Social; Ministério da Cultura";Estudantes e Professores;População em geral;Art. 15. É instituído o Programa de Bolsas para a Educação pelo Trabalho, destinado aos estudantes de educação superior, prioritariamente com idade inferior a 29 (vinte e nove) anos, e aos trabalhadores da área da saúde, visando à vivência, ao estágio da área da saúde, à educação profissional técnica de nível médio, ao aperfeiçoamento e à especialização em área profissional, como estratégias para o provimento e a fixação de profissionais em programas, projetos, ações e atividades e em regiões prioritárias para o Sistema Único de Saúde. (Redação dada pela Lei nº 12.513, de 2011);Não se aplica;Não se aplica;Lei ordinária;10753/2003;31 de outubro de 2003;Não encontrado;"Art. 1o Esta Lei institui a Política Nacional do Livro, mediante as seguintes diretrizes: I - assegurar ao cidadão o pleno exercício do direito de acesso e uso do livro;  II - o livro é o meio principal e insubstituível da difusão da cultura e transmissão do conhecimento, do fomento à pesquisa social e científica, da conservação do patrimônio nacional, da transformação e aperfeiçoamento social e da melhoria da qualidade de vida;   III - fomentar e apoiar a produção, a edição, a difusão, a distribuição e a comercialização do livro; IV - estimular a produção intelectual dos escritores e autores brasileiros, tanto de obras científicas como culturais; V - promover e incentivar o hábito da leitura; VI - propiciar os meios para fazer do Brasil um grande centro editorial; VII - competir no mercado internacional de livros, ampliando a exportação de livros nacionais; VIII - apoiar a livre circulação do livro no País; IX - capacitar a população para o uso do livro como fator fundamental para seu progresso econômico, político, social e promover a justa distribuição do saber e da renda; X - instalar e ampliar no País livrarias, bibliotecas e pontos de venda de livro;
XI - propiciar aos autores, editores, distribuidores e livreiros as condições necessárias ao cumprimento do disposto nesta Lei; XII - assegurar às pessoas com deficiência visual o acesso à leitura.";#N/A;Política com ação orçamentária associada
Política Nacional do Meio Ambiente;Política nacional;1981;Meio Ambiente;Meio Ambiente;"Gestão Ambiental;;;;";Ministério do Interior;Institui�oes de pesquisa e inova��o;Populações e setores econômicos diretamente afetados por alterações no meio ambiente;Universidades e centros de pesquisas;Não se aplica;Não se aplica;Lei ordinária;6939/1981;02 de setembro de 1981;Não encontrado;"Art 4º - A Política Nacional do Meio Ambiente visará:
I - à compatibilização do desenvolvimento econômico-social com a preservação da qualidade do meio ambiente e do equilíbrio ecológico; II - à definição de áreas prioritárias de ação governamental relativa à qualidade e ao equilíbrio ecológico, atendendo aos interesses da União, dos Estados, do Distrito Federal, dos Territórios e dos Municípios;  (Vide decreto nº 5.975, de 2006) III - ao estabelecimento de critérios e padrões de qualidade ambiental e de normas relativas ao uso e manejo de recursos ambientais; IV - ao desenvolvimento de pesquisas e de tecnologias nacionais orientadas para o uso racional de recursos ambientais; V - à difusão de tecnologias de manejo do meio ambiente, à divulgação de dados e informações ambientais e à formação de uma consciência pública sobre a necessidade de preservação da qualidade ambiental e do equilíbrio ecológico; VI - à preservação e restauração dos recursos ambientais com vistas à sua utilização racional e disponibilidade permanente, concorrendo para a manutenção do equilíbrio ecológico propício à vida; VII - à imposição, ao poluidor e ao predador, da obrigação de recuperar e/ou indenizar os danos causados e, ao usuário, da contribuição pela utilização de recursos ambientais com fins econômicos.";#N/A;Política com ação orçamentária associada 
Política Nacional do Petróleo;Política nacional;1953;Desenvolvimento Econômico;Infraestrutura;"Energia;;;;";"Ministério da Justiça e Negócios Interiores; Ministério da Marinha; Ministério da Guerra; Ministério das Relações Exteriores; Ministério da Fazenda; Ministério da Viação e Obras Públicas; Ministério da Agricultura; Ministério da Educação e da Saúde; Ministério do Trabalho, Indústria e Comércio; Ministério da Aeronáutica";Institui�oes de pesquisa e inova��o;Cadeias produtivas de setores econômicas incentivados e/ou regulados;Universidades e centros de pesquisas;Não se aplica;Não se aplica;Lei ordinária;2004/1953;03 de outubro de 1953;07 de agosto de 1997;Sem especificação;Revogada pela Lei nº 9.478, de 1997;Política com ação orçamentária associada
Política Nacional sobre mudança do clima;Política nacional;2009;Meio Ambiente;Meio Ambiente;"Gestão ambiental;;;;";"Ministério da Fazenda; Ministério das Minas e Energia; Ministério do Planejamento, Orçamento e Gestão; Advocacia-Geral da União";Estudantes e Professores;Populações e setores econômicos diretamente afetados por alterações no meio ambiente;Sem especificação;Não se aplica;Não se aplica;Lei ordinária;12187/2009;30 de dezembro de 2009;Não encontrado;"Art. 4o  A Política Nacional sobre Mudança do Clima - PNMC visará:
I - à compatibilização do desenvolvimento econômico-social com a proteção do sistema climático;
II - à redução das emissões antrópicas de gases de efeito estufa em relação às suas diferentes fontes;
III – (VETADO);
IV - ao fortalecimento das remoções antrópicas por sumidouros de gases de efeito estufa no território nacional;
V - à implementação de medidas para promover a adaptação à mudança do clima pelas 3 (três) esferas da Federação, com a participação e a colaboração dos agentes econômicos e sociais interessados ou beneficiários, em particular aqueles especialmente vulneráveis aos seus efeitos adversos;
VI - à preservação, à conservação e à recuperação dos recursos ambientais, com particular atenção aos grandes biomas naturais tidos como Patrimônio Nacional;
VII - à consolidação e à expansão das áreas legalmente protegidas e ao incentivo aos reflorestamentos e à recomposição da cobertura vegetal em áreas degradadas;
VIII - ao estímulo ao desenvolvimento do Mercado Brasileiro de Redução de Emissões - MBRE.
Parágrafo único. Os objetivos da Política Nacional sobre Mudança do Clima deverão estar em consonância com o desenvolvimento sustentável a fim de buscar o crescimento econômico, a erradicação da pobreza e a redução das desigualdades sociais.";#N/A;Política com ação orçamentária associada
Política para a Juventude (Estatuto da Juventude);Política nacional;2013;Social;Assistência Social;"Assistência Social;Educação;Trabalho;Saúde;Cultura";Presidência da República;Estudantes e Professores;Jovens de 12 a 24 anos;Sem especificação;Não se aplica;Não se aplica;Lei ordinária;12852/2013;05 de janeiro de 2014;Não encontrado;Art. 1º Esta Lei institui o Estatuto da Juventude e dispõe sobre os direitos dos jovens, os princípios e diretrizes das políticas públicas de juventude e o Sistema Nacional de Juventude - SINAJUVE.;#N/A;#N/A
Política para a primeira infância;Política nacional;2016;Social;Assistência Social;"Assistência Social;Saúde;Segurança Alimentar;Educação;";Presidência da República;Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com defici�ncia);Crianças e Idosos;Sem especificação;Não se aplica;Não se aplica;Lei ordinária;13257/2016;08 de março de 2016;Não encontrado;Art. 1º Esta Lei estabelece princípios e diretrizes para a formulação e a implementação de políticas públicas para a primeira infância em atenção à especificidade e à relevância dos primeiros anos de vida no desenvolvimento infantil e no desenvolvimento do ser humano;#N/A;#N/A
Política para as Crianças e os Adolescentes (Estatuto da Criança e do Adolescente);Política nacional;1990;Social;Assistência Social;"Assistência Social;Educação;Trabalho;Saúde;Cultura";Presidência da República;Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com defici�ncia);Crianças e Idosos;educandos portadores de deficiência;Não se aplica;Não se aplica;Lei ordinária;8069/1990;13 de julho de 1990;Não encontrado; Art. 1º Esta Lei dispõe sobre a proteção integral à criança e ao adolescente.;#N/A;#N/A
Política para os Idosos (Estatuto do Idoso);Política nacional;2003;Social;Assistência Social;"Assistência Social;Educação;Trabalho;Saúde;Cultura";Presidência da República;Pessoas afetadas por doen�as;Crianças e Idosos;Sem especificação;Não se aplica;Não se aplica;Lei ordinária;10741/2003;01 de janeiro de 2004;Não encontrado;Art. 1o É instituído o Estatuto do Idoso, destinado a regular os direitos assegurados às pessoas com idade igual ou superior a 60 (sessenta) anos.;#N/A;#N/A
Política Urbana;Política nacional;2001;Infraestrutura;Infraestrutura;"Urbanismo;;;;";"Ministério da Justiça; Ministério da Defesa; Casa Civil da Presidência da República; Ministério do Desenvolvimento, Indústria e Comércio Exterior; Ministério do Planejamento, Orçamento e Gestão; Ministério do Meio Ambiente; Gabinete de Segurança Institucional";Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com defici�ncia);População em geral;Mulheres vítimas de violência doméstica;Não se aplica;Não se aplica;Lei ordinária;10257/2001;11 de julho de 2001;Não encontrado;Art. 2o A política urbana tem por objetivo ordenar o pleno desenvolvimento das funções sociais da cidade e da propriedade urbana;#N/A;Política com ação orçamentária associada
Previdência Rural;Política nacional;1991;Social;Previdência;"Previdência Social;;;;";Ministério da Previdência e Assistência Social;Estudantes e Professores;Trabalhadores Rurais;estudantes do curso universitário de graduação com recursos insuficientes, próprios ou familiares, para o custeio de seus estudos.;Não se aplica;Não se aplica;Lei ordinária;8213/1991;24 de julho de 1991;Não encontrado;Institui os Planos de Benefícios da Previdência Social ;#N/A;NA
Programa Amazônia Terra Legal;Programa governamental;2009;Social;Agropecuária e Agrária;"Organização Agrária;;;;";Ministério do Desenvolvimento Agrário;Trabalhadores e trabalhadoras;Populações fronteiriças e de territórios economicamente deprimidos;Art. 1º Fica instituído, sob a gestão do Ministério da Cultura, o Programa de Cultura do Trabalhador, destinado a fornecer aos trabalhadores meios para o exercício dos direitos culturais e acesso às fontes da cultura.;458/2009;25 de junho de 2009;Lei ordinária;11952/2009;25 de junho de 2009;Não encontrado;Art. 1o  Esta Lei dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal, definida no art. 2º da Lei Complementar nº 124, de 3 de janeiro de 2007, mediante alienação e concessão de direito real de uso de imóveis.;Medida Provisória 759/2016, que atualiza a Lei nº 11.952/2009, estabelece novas regras para a regularização de terras da União ocupadas na Amazônia Legal.;NA
Programa Bicicleta Brasil (PBB);Programa governamental;2018;Social;Infraestrutura;"Transporte;Urbanismo;Gestão Ambiental;;";"Ministério do Planejamento, Desenvolvimento e Gestão; Ministério das Cidades";Institui�oes de pesquisa e inova��o;População em geral;Setor Espacial;Não se aplica;Não se aplica;Lei ordinária;13724/2018;05 de outubro de 2018;Não encontrado;"Art. 2º Fica instituído o Programa Bicicleta Brasil (PBB) para incentivar o uso da bicicleta como meio de transporte, a ser implementado em todas as cidades com mais de vinte mil habitantes, visando a contribuir para a melhoria das condições de mobilidade urbana. Art. 3º Além dos objetivos mencionados no art. 2º desta Lei, o PBB visa a:
I - apoiar Estados e Municípios na construção de ciclovias, ciclofaixas e sistemas cicloviários urbanos, bem como na instalação de bicicletários públicos e equipamentos de apoio ao usuário;
II - promover a integração do modal bicicleta aos modais do sistema de transporte público coletivo;
III - promover campanhas de divulgação dos benefícios do uso da bicicleta como meio de transporte econômico, saudável e ambientalmente adequado;
IV - implantar políticas de educação para o trânsito que promovam o uso da bicicleta e a sua boa convivência com os demais veículos;
V - estimular a implantação de rotas intermunicipais seguras para o deslocamento cicloviário, voltadas para o turismo e o lazer.";#N/A;Programa sem ação orçamentária associada
Programa Biotecnologia e Recursos Genéticos (Genoma);Programa governamental;2001;Desenvolvimento Econômico;Ciência e Tecnologia;"Ciência e Tecnologia;;;;";"Ministério da Fazenda; Ministério da Ciência, Tecnologia e Inovações";Trabalhadores Rurais;Instituiçoes de pesquisa e inovação;Sem especificação;Não se aplica;Não se aplica;Lei ordinária;10332/2001;20 de dezembro de 2001;Não encontrado;Art. 2o Os Programas referidos no art. 1o desta Lei, previstos na Lei no 9.989, de 21 de julho de 2000, objetivam incentivar o desenvolvimento científico e tecnológico brasileiro, por meio de financiamento de atividades de pesquisa e desenvolvimento científico-tecnológico de interesse das áreas do agronegócio, da saúde, da biotecnologia e recursos genéticos, do setor aeronáutico e da inovação para a competitividade.;#N/A;Programa com ação orçamentária associada
Programa Bolsa Família;Programa governamental;2004;Social;Assistência Social;"Assistência Social;Saúde;Educação;;";Casa Civil da Presidência da República;Popula��es fronteiri�as e de territ�rios economicamente deprimidos;População em situação de vulnerabilidade social;Sem especificação;132/2003;21 de outubro de 2003;Lei ordinária;10836/2004;09 de janeiro de 2004;Não encontrado;Art. 1º Fica criado, no âmbito da Presidência da República, o Programa Bolsa Família, destinado às ações de transferência de renda com condicionalidades. Parágrafo único. O Programa de que trata o caput tem por finalidade a unificação dos procedimentos de gestão e execução das ações de transferência de renda do Governo Federal, especialmente as do Programa Nacional de Renda Mínima vinculado à Educação - Bolsa Escola, instituído pela Lei nº 10.219, de 11 de abril de 2001, do Programa Nacional de Acesso à Alimentação - PNAA, criado pela Lei n o 10.689, de 13 de junho de 2003, do Programa Nacional de Renda Mínima vinculada à Saúde - Bolsa Alimentação, instituído pela Medida Provisória n o 2.206-1, de 6 de setembro de 2001, do Programa Auxílio-Gás, instituído pelo Decreto nº 4.102, de 24 de janeiro de 2002, e do Cadastramento Único do Governo Federal, instituído pelo Decreto nº 3.877, de 24 de julho de 2001.;#N/A;Programa com ação orçamentária associada
Programa Bolsa-Renda ;Programa governamental;2002;Social;Assistência Social;"Assistência Social;;;;";"Ministério da Fazenda; Ministério da Integração Nacional; Ministério de Minas e Energia";Popula��es fronteiri�as e de territ�rios economicamente deprimidos;Trabalhadores Rurais;Sem especificação;30/2002;14 de fevereiro de 2002;Lei ordinária;10458/2002;15 de maio de 2002;Não encontrado;Art. 1o Fica instituído o Programa Bolsa-Renda, a ser custeado com recursos alocados para ações emergenciais de defesa civil, para atendimento dos agricultores familiares atingidos pelos efeitos da estiagem nos Municípios com reconhecimento de estado de calamidade pública ou de situação de emergência pelo Governo Federal, mediante portaria do Ministro de Estado da Integração Nacional.;#N/A;Programa sem ação orçamentária associada
Programa Cartão Reforma;Programa governamental;2017;Social;Habitação e Urbanismo;"Habitação;;;;";"Ministério da Justiça e Segurança Pública; Ministério do Planejamento, Desenvolvimento e Gestão; Ministério das Cidades";Popula��o em geral;População em situação de vulnerabilidade social;Sem especificação  População em geral;751/2016;10 de novembro de 2016;Lei ordinária;13439/2017;28 de abril de 2017;Não encontrado;Art. 1º Fica instituído o Programa Cartão Reforma, que tem por finalidade a concessão de subvenção econômica para aquisição de materiais de construção, destinada à reforma, à ampliação ou à conclusão de unidades habitacionais dos grupos familiares contemplados, incluídos o fornecimento de assistência técnica e os custos operacionais do Programa que estejam a cargo da União.;Revogada pela Lei nº 14.118, de 2021;Programa sem ação orçamentária associada
Programa Casa Verde e Amarela;Programa governamental;2021;Social;Habitação e Urbanismo;"Habitação;Assistência Social;;;";"Ministério da Economia; Ministério de Desenvolvimento Regional";Trabalhadores Rurais;População em situação de vulnerabilidade social;Sem especificação;996/2020;25 de agosto de 2020;Lei ordinária;14118/2021;13 de janeiro de 2021;Não encontrado;Art. 1 º  É instituído o Programa Casa Verde e Amarela, com a finalidade de promover o direito à moradia a famílias residentes em áreas urbanas com renda mensal de até R$ 7.000,00 (sete mil reais) e a famílias residentes em áreas rurais com renda anual de até R$ 84.000,00 (oitenta e quatro mil reais), associado ao desenvolvimento econômico, à geração de trabalho e de renda e à elevação dos padrões de habitabilidade e de qualidade de vida da população urbana e rural.;#N/A;#N/A
Programa Cidade Esportiva;Programa governamental;2011;Social;Turismo, Desporto e Lazer;"Desporto e Lazer;;;;";"Ministério da Justiça; Ministério do Planejamento, Orçamento e Gestão; Ministério da Fazenda; Ministério do Esporte; Advocacia-Geral da União";Trabalhadores e trabalhadoras;Outros;"   Art. 2° A Gratificação de Estímulo à Fiscalização e Arrecadação de que trata o art. 1° da Medida Provisória n° 311, de 26 de novembro de 1992, com a finalidade de operacionalizar, estimular e aprimorar o Programa de Desenvolvimento do Sistema Federal de Inspeção do Trabalho, será deferida aos servidores do Ministério do Trabalho, ocupantes dos cargos efetivos de:
I - Fiscal do Trabalho;
II - Médico do Trabalho encarregado da fiscalização das condições de salubridade do ambiente do trabalho;
III - Engenheiro encarregado da fiscalização da segurança do trabalho;
IV - Assistente Social encarregado da fiscalização do trabalho da mulher e do menor.";502/2010;21 de setembro de 2010;Lei ordinária;12395/2011;17 de março de 2011;Não encontrado;Art. 13. O Programa Cidade Esportiva tem como finalidade reconhecer iniciativas públicas locais e regionais de apoio ao desenvolvimento do esporte olímpico e paraolímpico brasileiro e fomentar novas iniciativas públicas no mesmo sentido, na forma do regulamento.;#N/A;Programa com ação orçamentária associada
Programa Cinema Perto de Você;Programa governamental;2012;Social;Cultura;"Cultura;;;;";"Ministério da Fazenda; Ministério dos Transportes; Ministério da Agricultura, Pecuária e Abastecimento; Ministério do Desenvolvimento, Indústria e Comércio Exterior; Ministério do Planejamento, Orçamento e Gestão; Ministério da Cultura; Ministério da Ciência, Tecnologia e Inovações; Ministério do Desenvolvimento Agrário; Ministério das Cidades; Advocacia-Geral da União";Popula��es e setores econ�micos diretamente afetados por altera��es no meio ambiente;População em geral;Sem especificação;545/2011;03 de outubro de 2011;Lei ordinária;12599/2012;26 de março de 2012;Não encontrado;"Art. 9º Fica instituído o Programa Cinema Perto de Você, destinado à ampliação, diversificação e descentralização do mercado de salas de exibição cinematográfica no Brasil, com os seguintes objetivos:
I - fortalecer o segmento de exibição cinematográfica, apoiando a expansão do parque exibidor, suas empresas e sua atualização tecnológica;
II - facilitar o acesso da população às obras audiovisuais por meio da abertura de salas em cidades de porte médio e bairros populares das grandes cidades;
III - ampliar o estrato social dos frequentadores de salas de cinema, com atenção para políticas de redução de preços dos ingressos; e
IV - descentralizar o parque exibidor, procurando induzir a formação de novos centros regionais consumidores de cinema.";#N/A;Programa com ação orçamentária associada
Programa de Administração Patrimonial Imobiliária da União (PROAP);Programa governamental;1998;Administração;Administração Pública;"Administração;;;;";Ministério da Fazenda;Institui�oes de pesquisa e inova��o;Administração pública e servidores públicos;Município de Alcântara, Estado do Maranhão;Não se aplica;Não se aplica;Lei ordinária;9636/1998;15 de maio de 1998;Não encontrado;"Art. 37. É instituído o Programa de Administração Patrimonial Imobiliária da União - PROAP, destinado ao incentivo à regularização, administração, aforamento, alienação e fiscalização de bens imóveis de domínio da União, ao incremento das receitas patrimoniais, bem como à modernização e informatização dos métodos e processos inerentes à Secretaria do Patrimônio da União.
Art. 37. Fica instituído o Programa de Administração Patrimonial Imobiliária da União - PROAP, destinado, segundo as possibilidades e as prioridades definidas pela administração pública federal:                      (Redação dada pela Medida Provisória nº 691, de 2015) I - à adequação dos imóveis de uso especial aos critérios de: (Incluído pela Medida Provisória nº 691, de 2015) a) acessibilidade das pessoas com deficiência ou com mobilidade reduzida; (Incluída pela Medida Provisória nº 691, de 2015) b) sustentabilidade; (Incluída pela Medida Provisória nº 691, de 2015)  c) baixo impacto ambiental;  (Incluída pela Medida Provisória nº 691, de 2015) d) eficiência energética;  (Incluída pela Medida Provisória nº 691, de 2015) e) redução de gastos com manutenção; e (Incluída pela Medida Provisória nº 691, de 2015) f) qualidade e eficiência das edificações; (Incluída pela Medida Provisória nº 691, de 2015) II - à ampliação e à qualificação do cadastro dos bens imóveis da União;  (Incluído pela Medida Provisória nº 691, de 2015)
III - à aquisição, à reforma, ao restauro e à construção de imóveis;(Incluído pela Medida Provisória nº 691, de 2015) IV - ao incentivo à regularização e à fiscalização dos imóveis públicos federais e ao incremento das receitas patrimoniais; (Incluído pela Medida Provisória nº 691, de 2015) V - ao desenvolvimento de recursos humanos visando à qualificação da gestão patrimonial;  (Incluído pela Medida Provisória nº 691, de 2015) VI - à modernização e à informatização dos métodos e processos inerentes à gestão patrimonial dos imóveis públicos federais; e (Incluído pela Medida Provisória nº 691, de 2015) VII - à regularização fundiária.                          (Incluído pela Medida Provisória nº 691, de 2015)";alterações no objetivo;Programa com ação orçamentária associada
Programa de Alimentação do Trabalhador (PAT);Programa governamental;1976;Social;Segurança Alimentar;"Assistência Social;;;;";Ministério do Trabalho;Trabalhadores Rurais;Trabalhadores e trabalhadoras;Art. 5o  Serão beneficiários do Pronaf Sustentável todos os agricultores que se enquadrem na Lei no 11.326, de 24 de julho de 2006. ;Não se aplica;Não se aplica;Lei ordinária;6321/1976;14 de abril de 1976;Não encontrado;Art 1º As pessoas jurídicas poderão deduzir, do lucro tributável para fins do imposto sobre a renda o dobro das despesas comprovadamente realizadas no período base, em programas de alimentação do trabalhador, previamente aprovados pelo Ministério do Trabalho na forma em que dispuser o Regulamento desta Lei. ;#N/A;#N/A
Programa de Apoio à Conservação Ambiental (Bolsa Verde);Programa governamental;2011;Meio Ambiente;Meio Ambiente;"Gestão Ambiental;Assistência social;;;";"Ministério da Fazenda; Ministério do Desenvolvimento Social e Combate à Fome; Ministério do Planejamento, Orçamento e Gestão; Ministério do Meio Ambiente; Ministério do Desenvolvimento Agrário";Popula��o em geral;Populações e setores econômicos diretamente afetados por alterações no meio ambiente;Municípios, Estados e DF;535/2011;03 de junho de 2011;Lei ordinária;12512/2011;17 de outubro de 2011;Não encontrado;"Art. 1º Fica instituído o Programa de Apoio à Conservação Ambiental, com os seguintes objetivos:
I - incentivar a conservação dos ecossistemas, entendida como sua manutenção e uso sustentável;
II - promover a cidadania, a melhoria das condições de vida e a elevação da renda da população em situação de extrema pobreza que exerça atividades de conservação dos recursos naturais no meio rural nas áreas definidas no art. 3º ; e
III - incentivar a participação de seus beneficiários em ações de capacitação ambiental, social, educacional, técnica e profissional.";#N/A;Programa sem ação orçamentária associada
Programa de Apoio à Produção Nacional do Leite;Programa governamental;1986;Desenvolvimento Econômico;Agropecuária e Agrária;"Agricultura;;;;";Ministério do Planejamento;Pessoas afetadas por doen�as;Cadeias produtivas de setores econômicas incentivados e/ou regulados;Sem especificação;Não se aplica;Não se aplica;Lei ordinária;7502/1986;03 de julho de 1986;Não encontrado;Sem especificação;#N/A;Programa sem ação orçamentária associada
Programa de Apoio ao Desenvolvimento Institucional do Sistema Único de Saúde (PROADI/SUS);Programa governamental;2009;Social;Saúde;"Saúde;;;;";"Ministério da Saúde; Ministério da Educação; Ministério da Fazenda; Ministério do Desenvolvimento Social e Combate à Fome";Administra��o p�blica e servidores p�blicos;Sistema de Saúde;"Art. 2º Poderão aderir ao PDV os servidores públicos civis da Administração direta, autárquica e fundacional, inclusive dos extintos territórios, ocupantes de cargo efetivo, exceto os ocupantes dos cargos relacionados no Anexo e aqueles que:
I - estejam em estágio probatório;
II - tenham requerido aposentadoria;
III - tenham se aposentado em função pública, em cargo cuja acumulação não esteja prevista no art. 37, XVI e XVII, da Constituição, e tenham optado pela remuneração do cargo efetivo que ocupem;
IV - tenham sido condenados por decisão judicial transitada em julgado, que importe na perda do cargo;
V - estejam afastados nas condições previstas nos incisos I e II do art. 229 da Lei nº 8.112, de 11 de dezembro de 1990; 
VI - estejam afastados em virtude de licença para tratamento de saúde, quando acometidos das doenças especificadas no § 1º do art. 186 da Lei nº 8.112, de 1990.";Não se aplica;Não se aplica;Lei ordinária;12101/2009;27 de novembro de 2009;Não encontrado;"Art. 11.  A entidade de saúde de reconhecida excelência poderá, alternativamente, para dar cumprimento ao requisito previsto no art. 4o, realizar projetos de apoio ao desenvolvimento institucional do SUS, celebrando ajuste com a União, por intermédio do Ministério da Saúde, nas seguintes áreas de atuação: I - estudos de avaliação e incorporação de tecnologias; II - capacitação de recursos humanos; III - pesquisas de interesse público em saúde; ou IV - desenvolvimento de técnicas e operação de gestão em serviços de saúde. ";"http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l12101.htm; http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8242.htm; https://bvsms.saude.gov.br/bvs/saudelegis/gm/2014/prt2814_22_12_2014.html";#N/A
Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Equipamentos para a TV Digital (PATVD);Programa governamental;2007;Infraestrutura;Indústria e Comércio;"Indústria;Ciência e Tecnologia;;;";"Ministério da Educação; Ministério do Desenvolvimento, Indústria e Comércio Exterior; Ministério da Ciência, Tecnologia e Inovações";Outros;Instituiçoes de pesquisa e inovação;Sem especificação;352/2007;23 de janeiro de 2007;Lei ordinária;11484/2007;31 de maio de 2007;Não encontrado;Sem especificação;#N/A;Programa sem ação orçamentária associada
Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores (PADIS);Programa governamental;2007;Infraestrutura;Indústria e Comércio;"Indústria;Ciência e Tecnologia;;;";"Ministério da Educação; Ministério do Desenvolvimento, Indústria e Comércio Exterior; Ministério da Ciência, Tecnologia e Inovações";Popula��o em situa��o de vulnerabilidade social;Instituiçoes de pesquisa e inovação;Art. 1º Fica a Companhia Nacional de Abastecimento - CONAB, autorizada a doar às populações carentes, de acordo com o Programa de Distribuição Emergencial de Alimentos - PRODEA, quatrocentas mil toneladas do estoque regulador e estratégico, sendo duzentas mil toneladas de milho, cem mil de trigo e cem mil de arroz;352/2007;23 de janeiro de 2007;Lei ordinária;11484/2007;31 de maio de 2007;Não encontrado;Sem especificação;#N/A;Programa com ação orçamentária associada
Programa de Apoio aos Sistemas de Ensino para Atendimento à Educação de Jovens e Adultos;Programa governamental;2004;Social;Educação;"Educação;;;;";Ministério da Educação;Crian�as e Idosos;Jovens de 12 a 24 anos;Sem especificação;173/2004;17 de março de 2004;Lei ordinária;10880/2004;11 de junho de 2004;Não encontrado;Art. 3º Fica instituído o Programa de Apoio aos Sistemas de Ensino para Atendimento à Educação de Jovens e Adultos, no âmbito do Ministério da Educação, a ser executado pelo FNDE, com o objetivo de ampliar a oferta de vagas na educação fundamental pública de jovens e adultos, em cursos presenciais com avaliação no processo, por meio de assistência financeira, em caráter suplementar, aos sistemas de ensino estaduais, municipais e do Distrito Federal.;#N/A;Programa com ação orçamentária associada
Programa de Aquisição de Alimentos;Programa governamental;2003;Social;Assistência Social;"Assistência Social;;;;";"Ministério da Fazenda; Ministério da Agricultura, Pecuária e Abastecimento; Ministério do Planejamento, Orçamento e Gestão; Ministério do Desenvolvimento Agrário; Ministério Extraordinário de Segurança Alimentar e Combate à Fome";Sistema de Sa�de;Trabalhadores Rurais; Usuários portadores de diabetes mellitus;Não se aplica;Não se aplica;Lei ordinária;10696/2003;03 de julho de 2003;Não encontrado;"Art. 19. Fica instituído o Programa de Aquisição de Alimentos com a finalidade de incentivar a agricultura familiar, compreendendo ações vinculadas à distribuição de produtos agropecuários para pessoas em situação de insegurança alimentar e à formação de estoques estratégicos. (Regulamento)   (Regulamento)   Art. 19. Fica instituído o Programa de Aquisição de Alimentos, compreendendo as seguintes finalidades:   (Redação dada pela Lei nº 12.512, de 2011)   (Regulamento)
I - incentivar a agricultura familiar, promovendo a sua inclusão econômica e social, com fomento à produção com sustentabilidade, ao processamento de alimentos e industrialização e à geração de renda;   (Incluído dada pela Lei nº 12.512, de 2011)
II - incentivar o consumo e a valorização dos alimentos produzidos pela agricultura familiar;   (Incluído dada pela Lei nº 12.512, de 2011)
III - promover o acesso à alimentação, em quantidade, qualidade e regularidade necessárias, das pessoas em situação de insegurança alimentar e nutricional, sob a perspectiva do direito humano à alimentação adequada e saudável;   (Incluído dada pela Lei nº 12.512, de 2011)
IV - promover o abastecimento alimentar, que compreende as compras governamentais de alimentos, incluída a alimentação escolar;   (Incluído dada pela Lei nº 12.512, de 2011)
V - constituir estoques públicos de alimentos produzidos por agricultores familiares;    (Incluído dada pela Lei nº 12.512, de 2011)
VI - apoiar a formação de estoques pelas cooperativas e demais organizações formais da agricultura familiar; e    (Incluído dada pela Lei nº 12.512, de 2011)
VII - fortalecer circuitos locais e regionais e redes de comercialização.   (Incluído dada pela Lei nº 12.512, de 2011)";Alterações no objetivo e publico-alvo;Programa com ação orçamentária associada
